15.3197 88.5559 61.7366 44.9513 21.4485 21.6737 14.9607 95.8489 46.3692 95.4207 96.8837
4.46716 92.6741 36.7 23.0741 74.0891 48.6838 82.5631 41.9037 68.6241 4.32701 13.8117
4.23105 86.4886 12.7149 6.67634 64.4315 31.3597 0.565965 52.5566 83.5548 11.6852 41.8034
68.4575 28.1128 25.3852 18.1445 56.3967 12.2094 0.287654 13.5684 19.4482 61.1935 52.9584
58.1926 85.3997 52.602 3.38263 13.0155 72.3604 31.0718 96.0696 58.5656 68.2843 62.1305
92.4198 16.8001 62.3039 47.3149 38.3836 91.1193 29.125 76.4619 55.8744 99.3037 76.433
12.5268 51.4103 87.6146 16.7504 13.6128 77.2872 26.082 11.7647 19.369 45.9764 70.199
75.7365 17.0926 76.6822 53.0738 82.1779 7.91381 80.0693 61.5315 32.7936 19.2563 26.6744
29.5875 0.612557 29.9038 48.5538 32.9103 66.4775 28.6942 30.783 42.798 47.2326 80.8788
45.6879 33.9241 32.6881 73.3328 2.28247 95.3955 88.7954 10.9731 9.76503 38.9261 70.8105
20.4487 62.044 66.2361 48.4307 35.0153 76.6549 41.2075 63.2825 28.7961 79.0234 38.6334
76.3845 38.0986 32.3962 32.9562 45.0191 91.0488 99.2721 71.4845 5.06867 64.4178 25.737
16.5213 53.0141 15.4538 12.9869 88.393 18.6758 34.5799 46.0838 23.5761 14.6208 77.4112
87.84 19.2633 55.9382 56.8684 80.4647 43.252 0.83237 57.7788 0.434575 40.7715 33.9965
81.8847 90.9861 20.0586 19.5475 41.55 31.2055 13.2635 25.0616 22.5074 27.5197 94.8141
51.7842 41.5871 67.039 87.4157 62.0048 37.4333 34.4934 11.9869 51.0169 22.6168 76.8851
2.03676 26.5319 92.118 21.2626 87.0186 68.8288 35.1924 14.6559 73.2445 59.2853 83.5769
55.7565 44.4736 97.7112 13.6274 81.6432 89.1033 13.9504 34.8478 60.4005 55.157 24.4835
13.5183 22.5801 84.5771 52.7212 53.5656 69.0835 14.3373 61.3002 38.1449 64.5285 6.56654
59.514 40.9727 26.1849 24.5856 89.3971 63.1048 91.5495 44.982 63.2111 55.2597 54.2864
47.1196 55.0362 16.6321 90.6592 74.6603 37.1903 22.6886 51.6059 78.152 43.5651 27.3111
85.3 78.2152 46.5927 71.5049 13.3362 51.9006 25.7309 70.7194 94.9798 84.5734 43.4695
2.21843 1.00149 46.6772 32.4815 71.7309 20.1799 63.1012 72.6404 72.8841 95.8048 68.4016
18.0086 82.2205 10.182 73.5562 43.1843 69.6094 86.155 39.7362 41.2513 30.5217 6.87972
20.5343 63.3959 57.7303 70.9919 24.4165 70.1449 56.4388 52.2857 85.7546 92.2071 31.1121
27.5427 69.9961 2.03731 58.934 13.7583 56.555 19.5078 63.1775 30.3268 59.5629 49.2465
25.8256 47.2726 73.8778 56.0117 43.499 64.8797 88.5942 89.386 32.8237 53.9663 23.1197
39.4572 69.2302 6.56648 71.0286 11.9569 42.9057 14.0168 79.576 28.1894 99.5171 86.3867
74.2027 71.9647 91.7634 83.8954 67.9444 26.1754 91.2088 88.2326 32.9116 84.2441 49.8718
73.5369 76.0027 3.9884 17.9369 47.8268 83.9655 69.6788 66.2861 63.8485 89.2035 3.60158
23.6103 17.2489 43.5117 65.3996 96.1903 66.0869 7.12839 94.2524 26.2442 40.9061 35.9985
